filename,device_id,full_path
2512840.png,2512840,/data/images/hit-images-final/artefacts/2512840.png
2575603.png,2575603,/data/images/hit-images-final/artefacts/2575603.png
9425352.png,9425352,/data/images/hit-images-final/artefacts/9425352.png
1683496.png,1683496,/data/images/hit-images-final/artefacts/1683496.png
9424925.png,9424925,/data/images/hit-images-final/artefacts/9424925.png
9424500.png,9424500,/data/images/hit-images-final/artefacts/9424500.png
9464642.png,9464642,/data/images/hit-images-final/artefacts/9464642.png
2498953.png,2498953,/data/images/hit-images-final/artefacts/2498953.png
9460424.png,9460424,/data/images/hit-images-final/artefacts/9460424.png
9463887.png,9463887,/data/images/hit-images-final/artefacts/9463887.png
2546752.png,2546752,/data/images/hit-images-final/artefacts/2546752.png
5277767.png,5277767,/data/images/hit-images-final/artefacts/5277767.png
1627888.png,1627888,/data/images/hit-images-final/artefacts/1627888.png
1650396.png,1650396,/data/images/hit-images-final/artefacts/1650396.png
9417653.png,9417653,/data/images/hit-images-final/artefacts/9417653.png
2598012.png,2598012,/data/images/hit-images-final/artefacts/2598012.png
1451756.png,1451756,/data/images/hit-images-final/artefacts/1451756.png
2400868.png,2400868,/data/images/hit-images-final/artefacts/2400868.png
2409694.png,2409694,/data/images/hit-images-final/artefacts/2409694.png
2598199.png,2598199,/data/images/hit-images-final/artefacts/2598199.png
9487485.png,9487485,/data/images/hit-images-final/artefacts/9487485.png
9444425.png,9444425,/data/images/hit-images-final/artefacts/9444425.png
9463930.png,9463930,/data/images/hit-images-final/artefacts/9463930.png
2598614.png,2598614,/data/images/hit-images-final/artefacts/2598614.png
9415656.png,9415656,/data/images/hit-images-final/artefacts/9415656.png
9487452.png,9487452,/data/images/hit-images-final/artefacts/9487452.png
2454578.png,2454578,/data/images/hit-images-final/artefacts/2454578.png
1441431.png,1441431,/data/images/hit-images-final/artefacts/1441431.png
2411756.png,2411756,/data/images/hit-images-final/artefacts/2411756.png
1670898.png,1670898,/data/images/hit-images-final/artefacts/1670898.png
9423119.png,9423119,/data/images/hit-images-final/artefacts/9423119.png
9441978.png,9441978,/data/images/hit-images-final/artefacts/9441978.png
2546356.png,2546356,/data/images/hit-images-final/artefacts/2546356.png
1661567.png,1661567,/data/images/hit-images-final/artefacts/1661567.png
10233802.png,10233802,/data/images/hit-images-final/artefacts/10233802.png
9441993.png,9441993,/data/images/hit-images-final/artefacts/9441993.png
1605975.png,1605975,/data/images/hit-images-final/artefacts/1605975.png
2546354.png,2546354,/data/images/hit-images-final/artefacts/2546354.png
9423127.png,9423127,/data/images/hit-images-final/artefacts/9423127.png
9415654.png,9415654,/data/images/hit-images-final/artefacts/9415654.png
2598616.png,2598616,/data/images/hit-images-final/artefacts/2598616.png
2411754.png,2411754,/data/images/hit-images-final/artefacts/2411754.png
1665515.png,1665515,/data/images/hit-images-final/artefacts/1665515.png
9469238.png,9469238,/data/images/hit-images-final/artefacts/9469238.png
2409696.png,2409696,/data/images/hit-images-final/artefacts/2409696.png
1690991.png,1690991,/data/images/hit-images-final/artefacts/1690991.png
2581555.png,2581555,/data/images/hit-images-final/artefacts/2581555.png
1650394.png,1650394,/data/images/hit-images-final/artefacts/1650394.png
9464873.png,9464873,/data/images/hit-images-final/artefacts/9464873.png
2547328.png,2547328,/data/images/hit-images-final/artefacts/2547328.png
9417679.png,9417679,/data/images/hit-images-final/artefacts/9417679.png
2500922.png,2500922,/data/images/hit-images-final/artefacts/2500922.png
9417876.png,9417876,/data/images/hit-images-final/artefacts/9417876.png
9424502.png,9424502,/data/images/hit-images-final/artefacts/9424502.png
1430355.png,1430355,/data/images/hit-images-final/artefacts/1430355.png
9463885.png,9463885,/data/images/hit-images-final/artefacts/9463885.png
9482138.png,9482138,/data/images/hit-images-final/artefacts/9482138.png
1666342.png,1666342,/data/images/hit-images-final/artefacts/1666342.png
1660041.png,1660041,/data/images/hit-images-final/artefacts/1660041.png
1683494.png,1683494,/data/images/hit-images-final/artefacts/1683494.png
9418990.png,9418990,/data/images/hit-images-final/artefacts/9418990.png
9481419.png,9481419,/data/images/hit-images-final/artefacts/9481419.png
9425344.png,9425344,/data/images/hit-images-final/artefacts/9425344.png
9425350.png,9425350,/data/images/hit-images-final/artefacts/9425350.png
5282061.png,5282061,/data/images/hit-images-final/artefacts/5282061.png
2512842.png,2512842,/data/images/hit-images-final/artefacts/2512842.png
2453188.png,2453188,/data/images/hit-images-final/artefacts/2453188.png
2466133.png,2466133,/data/images/hit-images-final/artefacts/2466133.png
2453189.png,2453189,/data/images/hit-images-final/artefacts/2453189.png
1429361.png,1429361,/data/images/hit-images-final/artefacts/1429361.png
9425351.png,9425351,/data/images/hit-images-final/artefacts/9425351.png
5282060.png,5282060,/data/images/hit-images-final/artefacts/5282060.png
9421651.png,9421651,/data/images/hit-images-final/artefacts/9421651.png
1637124.png,1637124,/data/images/hit-images-final/artefacts/1637124.png
9481418.png,9481418,/data/images/hit-images-final/artefacts/9481418.png
2516416.png,2516416,/data/images/hit-images-final/artefacts/2516416.png
1683495.png,1683495,/data/images/hit-images-final/artefacts/1683495.png
1660040.png,1660040,/data/images/hit-images-final/artefacts/1660040.png
2453176.png,2453176,/data/images/hit-images-final/artefacts/2453176.png
9481424.png,9481424,/data/images/hit-images-final/artefacts/9481424.png
9463884.png,9463884,/data/images/hit-images-final/artefacts/9463884.png
9421309.png,9421309,/data/images/hit-images-final/artefacts/9421309.png
1684649.png,1684649,/data/images/hit-images-final/artefacts/1684649.png
5212103.png,5212103,/data/images/hit-images-final/artefacts/5212103.png
2546751.png,2546751,/data/images/hit-images-final/artefacts/2546751.png
9417678.png,9417678,/data/images/hit-images-final/artefacts/9417678.png
9463853.png,9463853,/data/images/hit-images-final/artefacts/9463853.png
1650395.png,1650395,/data/images/hit-images-final/artefacts/1650395.png
9446379.png,9446379,/data/images/hit-images-final/artefacts/9446379.png
2409697.png,2409697,/data/images/hit-images-final/artefacts/2409697.png
2411755.png,2411755,/data/images/hit-images-final/artefacts/2411755.png
2497530.png,2497530,/data/images/hit-images-final/artefacts/2497530.png
9421296.png,9421296,/data/images/hit-images-final/artefacts/9421296.png
9415655.png,9415655,/data/images/hit-images-final/artefacts/9415655.png
9441953.png,9441953,/data/images/hit-images-final/artefacts/9441953.png
9441990.png,9441990,/data/images/hit-images-final/artefacts/9441990.png
1661570.png,1661570,/data/images/hit-images-final/artefacts/1661570.png
2546355.png,2546355,/data/images/hit-images-final/artefacts/2546355.png
9442255.png,9442255,/data/images/hit-images-final/artefacts/9442255.png
2516238.png,2516238,/data/images/hit-images-final/artefacts/2516238.png
2546351.png,2546351,/data/images/hit-images-final/artefacts/2546351.png
2498377.png,2498377,/data/images/hit-images-final/artefacts/2498377.png
9423122.png,9423122,/data/images/hit-images-final/artefacts/9423122.png
9415651.png,9415651,/data/images/hit-images-final/artefacts/9415651.png
1441422.png,1441422,/data/images/hit-images-final/artefacts/1441422.png
2427585.png,2427585,/data/images/hit-images-final/artefacts/2427585.png
9481965.png,9481965,/data/images/hit-images-final/artefacts/9481965.png
2454580.png,2454580,/data/images/hit-images-final/artefacts/2454580.png
2409693.png,2409693,/data/images/hit-images-final/artefacts/2409693.png
1643514.png,1643514,/data/images/hit-images-final/artefacts/1643514.png
5283018.png,5283018,/data/images/hit-images-final/artefacts/5283018.png
2474081.png,2474081,/data/images/hit-images-final/artefacts/2474081.png
9417668.png,9417668,/data/images/hit-images-final/artefacts/9417668.png
1627657.png,1627657,/data/images/hit-images-final/artefacts/1627657.png
9417654.png,9417654,/data/images/hit-images-final/artefacts/9417654.png
9423268.png,9423268,/data/images/hit-images-final/artefacts/9423268.png
2498954.png,2498954,/data/images/hit-images-final/artefacts/2498954.png
9421325.png,9421325,/data/images/hit-images-final/artefacts/9421325.png
1683491.png,1683491,/data/images/hit-images-final/artefacts/1683491.png
9482101.png,9482101,/data/images/hit-images-final/artefacts/9482101.png
1683485.png,1683485,/data/images/hit-images-final/artefacts/1683485.png
1636216.png,1636216,/data/images/hit-images-final/artefacts/1636216.png
9421682.png,9421682,/data/images/hit-images-final/artefacts/9421682.png
2453172.png,2453172,/data/images/hit-images-final/artefacts/2453172.png
2546594.png,2546594,/data/images/hit-images-final/artefacts/2546594.png
1669921.png,1669921,/data/images/hit-images-final/artefacts/1669921.png
1644130.png,1644130,/data/images/hit-images-final/artefacts/1644130.png
1642555.png,1642555,/data/images/hit-images-final/artefacts/1642555.png
2466137.png,2466137,/data/images/hit-images-final/artefacts/2466137.png
2520610.png,2520610,/data/images/hit-images-final/artefacts/2520610.png
1424898.png,1424898,/data/images/hit-images-final/artefacts/1424898.png
9481421.png,9481421,/data/images/hit-images-final/artefacts/9481421.png
2453173.png,2453173,/data/images/hit-images-final/artefacts/2453173.png
1683484.png,1683484,/data/images/hit-images-final/artefacts/1683484.png
1683490.png,1683490,/data/images/hit-images-final/artefacts/1683490.png
2446556.png,2446556,/data/images/hit-images-final/artefacts/2446556.png
9480717.png,9480717,/data/images/hit-images-final/artefacts/9480717.png
9431645.png,9431645,/data/images/hit-images-final/artefacts/9431645.png
1627871.png,1627871,/data/images/hit-images-final/artefacts/1627871.png
1627865.png,1627865,/data/images/hit-images-final/artefacts/1627865.png
9466047.png,9466047,/data/images/hit-images-final/artefacts/9466047.png
9423269.png,9423269,/data/images/hit-images-final/artefacts/9423269.png
1631785.png,1631785,/data/images/hit-images-final/artefacts/1631785.png
9403146.png,9403146,/data/images/hit-images-final/artefacts/9403146.png
9417655.png,9417655,/data/images/hit-images-final/artefacts/9417655.png
5265417.png,5265417,/data/images/hit-images-final/artefacts/5265417.png
9417669.png,9417669,/data/images/hit-images-final/artefacts/9417669.png
9487497.png,9487497,/data/images/hit-images-final/artefacts/9487497.png
2409686.png,2409686,/data/images/hit-images-final/artefacts/2409686.png
2409692.png,2409692,/data/images/hit-images-final/artefacts/2409692.png
9408826.png,9408826,/data/images/hit-images-final/artefacts/9408826.png
2427584.png,2427584,/data/images/hit-images-final/artefacts/2427584.png
9424499.png,9424499,/data/images/hit-images-final/artefacts/9424499.png
9415650.png,9415650,/data/images/hit-images-final/artefacts/9415650.png
9487454.png,9487454,/data/images/hit-images-final/artefacts/9487454.png
2456427.png,2456427,/data/images/hit-images-final/artefacts/2456427.png
9475198.png,9475198,/data/images/hit-images-final/artefacts/9475198.png
2423912.png,2423912,/data/images/hit-images-final/artefacts/2423912.png
1660680.png,1660680,/data/images/hit-images-final/artefacts/1660680.png
5282887.png,5282887,/data/images/hit-images-final/artefacts/5282887.png
1654519.png,1654519,/data/images/hit-images-final/artefacts/1654519.png
2498376.png,2498376,/data/images/hit-images-final/artefacts/2498376.png
1423932.png,1423932,/data/images/hit-images-final/artefacts/1423932.png
9441995.png,9441995,/data/images/hit-images-final/artefacts/9441995.png
9441981.png,9441981,/data/images/hit-images-final/artefacts/9441981.png
2546352.png,2546352,/data/images/hit-images-final/artefacts/2546352.png
2511550.png,2511550,/data/images/hit-images-final/artefacts/2511550.png
9441954.png,9441954,/data/images/hit-images-final/artefacts/9441954.png
1643729.png,1643729,/data/images/hit-images-final/artefacts/1643729.png
9423121.png,9423121,/data/images/hit-images-final/artefacts/9423121.png
2411752.png,2411752,/data/images/hit-images-final/artefacts/2411752.png
9415652.png,9415652,/data/images/hit-images-final/artefacts/9415652.png
2452680.png,2452680,/data/images/hit-images-final/artefacts/2452680.png
2498189.png,2498189,/data/images/hit-images-final/artefacts/2498189.png
2409684.png,2409684,/data/images/hit-images-final/artefacts/2409684.png
2454583.png,2454583,/data/images/hit-images-final/artefacts/2454583.png
2409690.png,2409690,/data/images/hit-images-final/artefacts/2409690.png
10228003.png,10228003,/data/images/hit-images-final/artefacts/10228003.png
2529568.png,2529568,/data/images/hit-images-final/artefacts/2529568.png
9463840.png,9463840,/data/images/hit-images-final/artefacts/9463840.png
9417657.png,9417657,/data/images/hit-images-final/artefacts/9417657.png
2581553.png,2581553,/data/images/hit-images-final/artefacts/2581553.png
1631778.png,1631778,/data/images/hit-images-final/artefacts/1631778.png
9424504.png,9424504,/data/images/hit-images-final/artefacts/9424504.png
9417680.png,9417680,/data/images/hit-images-final/artefacts/9417680.png
1683486.png,1683486,/data/images/hit-images-final/artefacts/1683486.png
1683492.png,1683492,/data/images/hit-images-final/artefacts/1683492.png
2540131.png,2540131,/data/images/hit-images-final/artefacts/2540131.png
2499888.png,2499888,/data/images/hit-images-final/artefacts/2499888.png
9421681.png,9421681,/data/images/hit-images-final/artefacts/9421681.png
2598200.png,2598200,/data/images/hit-images-final/artefacts/2598200.png
2436931.png,2436931,/data/images/hit-images-final/artefacts/2436931.png
2466135.png,2466135,/data/images/hit-images-final/artefacts/2466135.png
1625296.png,1625296,/data/images/hit-images-final/artefacts/1625296.png
5249458.png,5249458,/data/images/hit-images-final/artefacts/5249458.png
1688538.png,1688538,/data/images/hit-images-final/artefacts/1688538.png
1642557.png,1642557,/data/images/hit-images-final/artefacts/1642557.png
9425342.png,9425342,/data/images/hit-images-final/artefacts/9425342.png
1688539.png,1688539,/data/images/hit-images-final/artefacts/1688539.png
2466134.png,2466134,/data/images/hit-images-final/artefacts/2466134.png
2513554.png,2513554,/data/images/hit-images-final/artefacts/2513554.png
9481422.png,9481422,/data/images/hit-images-final/artefacts/9481422.png
9482103.png,9482103,/data/images/hit-images-final/artefacts/9482103.png
1683493.png,1683493,/data/images/hit-images-final/artefacts/1683493.png
1627325.png,1627325,/data/images/hit-images-final/artefacts/1627325.png
1637122.png,1637122,/data/images/hit-images-final/artefacts/1637122.png
1683487.png,1683487,/data/images/hit-images-final/artefacts/1683487.png
9421327.png,9421327,/data/images/hit-images-final/artefacts/9421327.png
2561303.png,2561303,/data/images/hit-images-final/artefacts/2561303.png
9431646.png,9431646,/data/images/hit-images-final/artefacts/9431646.png
9417681.png,9417681,/data/images/hit-images-final/artefacts/9417681.png
1634198.png,1634198,/data/images/hit-images-final/artefacts/1634198.png
9424505.png,9424505,/data/images/hit-images-final/artefacts/9424505.png
2581552.png,2581552,/data/images/hit-images-final/artefacts/2581552.png
9417656.png,9417656,/data/images/hit-images-final/artefacts/9417656.png
9403145.png,9403145,/data/images/hit-images-final/artefacts/9403145.png
2560974.png,2560974,/data/images/hit-images-final/artefacts/2560974.png
9463855.png,9463855,/data/images/hit-images-final/artefacts/9463855.png
9463699.png,9463699,/data/images/hit-images-final/artefacts/9463699.png
9463841.png,9463841,/data/images/hit-images-final/artefacts/9463841.png
9431054.png,9431054,/data/images/hit-images-final/artefacts/9431054.png
2598188.png,2598188,/data/images/hit-images-final/artefacts/2598188.png
2409691.png,2409691,/data/images/hit-images-final/artefacts/2409691.png
9408825.png,9408825,/data/images/hit-images-final/artefacts/9408825.png
2454582.png,2454582,/data/images/hit-images-final/artefacts/2454582.png
1482480.png,1482480,/data/images/hit-images-final/artefacts/1482480.png
2452681.png,2452681,/data/images/hit-images-final/artefacts/2452681.png
2409685.png,2409685,/data/images/hit-images-final/artefacts/2409685.png
1460388.png,1460388,/data/images/hit-images-final/artefacts/1460388.png
9487457.png,9487457,/data/images/hit-images-final/artefacts/9487457.png
9415653.png,9415653,/data/images/hit-images-final/artefacts/9415653.png
2411753.png,2411753,/data/images/hit-images-final/artefacts/2411753.png
2474691.png,2474691,/data/images/hit-images-final/artefacts/2474691.png
9423120.png,9423120,/data/images/hit-images-final/artefacts/9423120.png
1660683.png,1660683,/data/images/hit-images-final/artefacts/1660683.png
1643728.png,1643728,/data/images/hit-images-final/artefacts/1643728.png
2525838.png,2525838,/data/images/hit-images-final/artefacts/2525838.png
2546353.png,2546353,/data/images/hit-images-final/artefacts/2546353.png
2599731.png,2599731,/data/images/hit-images-final/artefacts/2599731.png
1667113.png,1667113,/data/images/hit-images-final/artefacts/1667113.png
9441982.png,9441982,/data/images/hit-images-final/artefacts/9441982.png
1627523.png,1627523,/data/images/hit-images-final/artefacts/1627523.png
9429380.png,9429380,/data/images/hit-images-final/artefacts/9429380.png
9487626.png,9487626,/data/images/hit-images-final/artefacts/9487626.png
9482038.png,9482038,/data/images/hit-images-final/artefacts/9482038.png
2498306.png,2498306,/data/images/hit-images-final/artefacts/2498306.png
2547980.png,2547980,/data/images/hit-images-final/artefacts/2547980.png
1667174.png,1667174,/data/images/hit-images-final/artefacts/1667174.png
9441926.png,9441926,/data/images/hit-images-final/artefacts/9441926.png
1460112.png,1460112,/data/images/hit-images-final/artefacts/1460112.png
9417751.png,9417751,/data/images/hit-images-final/artefacts/9417751.png
2534588.png,2534588,/data/images/hit-images-final/artefacts/2534588.png
2545365.png,2545365,/data/images/hit-images-final/artefacts/2545365.png
9417745.png,9417745,/data/images/hit-images-final/artefacts/9417745.png
9417779.png,9417779,/data/images/hit-images-final/artefacts/9417779.png
9425046.png,9425046,/data/images/hit-images-final/artefacts/9425046.png
1641414.png,1641414,/data/images/hit-images-final/artefacts/1641414.png
1642082.png,1642082,/data/images/hit-images-final/artefacts/1642082.png
9417625.png,9417625,/data/images/hit-images-final/artefacts/9417625.png
2581253.png,2581253,/data/images/hit-images-final/artefacts/2581253.png
9463826.png,9463826,/data/images/hit-images-final/artefacts/9463826.png
9417619.png,9417619,/data/images/hit-images-final/artefacts/9417619.png
9487593.png,9487593,/data/images/hit-images-final/artefacts/9487593.png
2546917.png,2546917,/data/images/hit-images-final/artefacts/2546917.png
2460046.png,2460046,/data/images/hit-images-final/artefacts/2460046.png
5237484.png,5237484,/data/images/hit-images-final/artefacts/5237484.png
9424947.png,9424947,/data/images/hit-images-final/artefacts/9424947.png
9425330.png,9425330,/data/images/hit-images-final/artefacts/9425330.png
2466153.png,2466153,/data/images/hit-images-final/artefacts/2466153.png
2466147.png,2466147,/data/images/hit-images-final/artefacts/2466147.png
1669950.png,1669950,/data/images/hit-images-final/artefacts/1669950.png
1669951.png,1669951,/data/images/hit-images-final/artefacts/1669951.png
5211132.png,5211132,/data/images/hit-images-final/artefacts/5211132.png
1637187.png,1637187,/data/images/hit-images-final/artefacts/1637187.png
2538774.png,2538774,/data/images/hit-images-final/artefacts/2538774.png
9486471.png,9486471,/data/images/hit-images-final/artefacts/9486471.png
9424946.png,9424946,/data/images/hit-images-final/artefacts/9424946.png
1637178.png,1637178,/data/images/hit-images-final/artefacts/1637178.png
9424952.png,9424952,/data/images/hit-images-final/artefacts/9424952.png
1666337.png,1666337,/data/images/hit-images-final/artefacts/1666337.png
2460053.png,2460053,/data/images/hit-images-final/artefacts/2460053.png
2450190.png,2450190,/data/images/hit-images-final/artefacts/2450190.png
1653165.png,1653165,/data/images/hit-images-final/artefacts/1653165.png
2460047.png,2460047,/data/images/hit-images-final/artefacts/2460047.png
2555759.png,2555759,/data/images/hit-images-final/artefacts/2555759.png
9417618.png,9417618,/data/images/hit-images-final/artefacts/9417618.png
1491263.png,1491263,/data/images/hit-images-final/artefacts/1491263.png
9421396.png,9421396,/data/images/hit-images-final/artefacts/9421396.png
9417624.png,9417624,/data/images/hit-images-final/artefacts/9417624.png
1641415.png,1641415,/data/images/hit-images-final/artefacts/1641415.png
2427536.png,2427536,/data/images/hit-images-final/artefacts/2427536.png
2500823.png,2500823,/data/images/hit-images-final/artefacts/2500823.png
9487380.png,9487380,/data/images/hit-images-final/artefacts/9487380.png
9425047.png,9425047,/data/images/hit-images-final/artefacts/9425047.png
9417778.png,9417778,/data/images/hit-images-final/artefacts/9417778.png
9487357.png,9487357,/data/images/hit-images-final/artefacts/9487357.png
10235948.png,10235948,/data/images/hit-images-final/artefacts/10235948.png
1460113.png,1460113,/data/images/hit-images-final/artefacts/1460113.png
2432339.png,2432339,/data/images/hit-images-final/artefacts/2432339.png
1667175.png,1667175,/data/images/hit-images-final/artefacts/1667175.png
1627545.png,1627545,/data/images/hit-images-final/artefacts/1627545.png
1667149.png,1667149,/data/images/hit-images-final/artefacts/1667149.png
9487627.png,9487627,/data/images/hit-images-final/artefacts/9487627.png
2498305.png,2498305,/data/images/hit-images-final/artefacts/2498305.png
9487625.png,9487625,/data/images/hit-images-final/artefacts/9487625.png
2547983.png,2547983,/data/images/hit-images-final/artefacts/2547983.png
9487619.png,9487619,/data/images/hit-images-final/artefacts/9487619.png
1441849.png,1441849,/data/images/hit-images-final/artefacts/1441849.png
9417593.png,9417593,/data/images/hit-images-final/artefacts/9417593.png
1460111.png,1460111,/data/images/hit-images-final/artefacts/1460111.png
2559029.png,2559029,/data/images/hit-images-final/artefacts/2559029.png
9487355.png,9487355,/data/images/hit-images-final/artefacts/9487355.png
2535681.png,2535681,/data/images/hit-images-final/artefacts/2535681.png
9417746.png,9417746,/data/images/hit-images-final/artefacts/9417746.png
9417752.png,9417752,/data/images/hit-images-final/artefacts/9417752.png
1646393.png,1646393,/data/images/hit-images-final/artefacts/1646393.png
2427534.png,2427534,/data/images/hit-images-final/artefacts/2427534.png
9425045.png,9425045,/data/images/hit-images-final/artefacts/9425045.png
9487382.png,9487382,/data/images/hit-images-final/artefacts/9487382.png
9463776.png,9463776,/data/images/hit-images-final/artefacts/9463776.png
1641417.png,1641417,/data/images/hit-images-final/artefacts/1641417.png
9417626.png,9417626,/data/images/hit-images-final/artefacts/9417626.png
2508448.png,2508448,/data/images/hit-images-final/artefacts/2508448.png
9433974.png,9433974,/data/images/hit-images-final/artefacts/9433974.png
2408448.png,2408448,/data/images/hit-images-final/artefacts/2408448.png
2460051.png,2460051,/data/images/hit-images-final/artefacts/2460051.png
2407974.png,2407974,/data/images/hit-images-final/artefacts/2407974.png
2546928.png,2546928,/data/images/hit-images-final/artefacts/2546928.png
2542019.png,2542019,/data/images/hit-images-final/artefacts/2542019.png
9424950.png,9424950,/data/images/hit-images-final/artefacts/9424950.png
9486467.png,9486467,/data/images/hit-images-final/artefacts/9486467.png
2581708.png,2581708,/data/images/hit-images-final/artefacts/2581708.png
9465071.png,9465071,/data/images/hit-images-final/artefacts/9465071.png
1669953.png,1669953,/data/images/hit-images-final/artefacts/1669953.png
9424763.png,9424763,/data/images/hit-images-final/artefacts/9424763.png
1637185.png,1637185,/data/images/hit-images-final/artefacts/1637185.png
2466150.png,2466150,/data/images/hit-images-final/artefacts/2466150.png
1669947.png,1669947,/data/images/hit-images-final/artefacts/1669947.png
9424776.png,9424776,/data/images/hit-images-final/artefacts/9424776.png
2466151.png,2466151,/data/images/hit-images-final/artefacts/2466151.png
1669952.png,1669952,/data/images/hit-images-final/artefacts/1669952.png
2466145.png,2466145,/data/images/hit-images-final/artefacts/2466145.png
2581709.png,2581709,/data/images/hit-images-final/artefacts/2581709.png
1665629.png,1665629,/data/images/hit-images-final/artefacts/1665629.png
9466021.png,9466021,/data/images/hit-images-final/artefacts/9466021.png
2546929.png,2546929,/data/images/hit-images-final/artefacts/2546929.png
2546915.png,2546915,/data/images/hit-images-final/artefacts/2546915.png
9487591.png,9487591,/data/images/hit-images-final/artefacts/9487591.png
2561400.png,2561400,/data/images/hit-images-final/artefacts/2561400.png
2508449.png,2508449,/data/images/hit-images-final/artefacts/2508449.png
1667200.png,1667200,/data/images/hit-images-final/artefacts/1667200.png
1459424.png,1459424,/data/images/hit-images-final/artefacts/1459424.png
2561399.png,2561399,/data/images/hit-images-final/artefacts/2561399.png
2521795.png,2521795,/data/images/hit-images-final/artefacts/2521795.png
9487220.png,9487220,/data/images/hit-images-final/artefacts/9487220.png
1641416.png,1641416,/data/images/hit-images-final/artefacts/1641416.png
9487383.png,9487383,/data/images/hit-images-final/artefacts/9487383.png
2427535.png,2427535,/data/images/hit-images-final/artefacts/2427535.png
9487368.png,9487368,/data/images/hit-images-final/artefacts/9487368.png
9417753.png,9417753,/data/images/hit-images-final/artefacts/9417753.png
9487354.png,9487354,/data/images/hit-images-final/artefacts/9487354.png
2559028.png,2559028,/data/images/hit-images-final/artefacts/2559028.png
2539904.png,2539904,/data/images/hit-images-final/artefacts/2539904.png
9417747.png,9417747,/data/images/hit-images-final/artefacts/9417747.png
2535680.png,2535680,/data/images/hit-images-final/artefacts/2535680.png
9423179.png,9423179,/data/images/hit-images-final/artefacts/9423179.png
1441848.png,1441848,/data/images/hit-images-final/artefacts/1441848.png
9417592.png,9417592,/data/images/hit-images-final/artefacts/9417592.png
2547982.png,2547982,/data/images/hit-images-final/artefacts/2547982.png
9482012.png,9482012,/data/images/hit-images-final/artefacts/9482012.png
2498462.png,2498462,/data/images/hit-images-final/artefacts/2498462.png
9424809.png,9424809,/data/images/hit-images-final/artefacts/9424809.png
2555366.png,2555366,/data/images/hit-images-final/artefacts/2555366.png
1460114.png,1460114,/data/images/hit-images-final/artefacts/1460114.png
1643985.png,1643985,/data/images/hit-images-final/artefacts/1643985.png
9417596.png,9417596,/data/images/hit-images-final/artefacts/9417596.png
1646631.png,1646631,/data/images/hit-images-final/artefacts/1646631.png
9417757.png,9417757,/data/images/hit-images-final/artefacts/9417757.png
9442018.png,9442018,/data/images/hit-images-final/artefacts/9442018.png
2479317.png,2479317,/data/images/hit-images-final/artefacts/2479317.png
1476574.png,1476574,/data/images/hit-images-final/artefacts/1476574.png
9424376.png,9424376,/data/images/hit-images-final/artefacts/9424376.png
9466145.png,9466145,/data/images/hit-images-final/artefacts/9466145.png
1641412.png,1641412,/data/images/hit-images-final/artefacts/1641412.png
10231268.png,10231268,/data/images/hit-images-final/artefacts/10231268.png
